ID,Current Position,Targeted Position,Total Working Experience,Candidate Level,Domisili,Education 1,Education 2,Education 3,Expected Benefit Botom,Expected Benefit Up,Notice Period,Tech Stack,Certification,Estimate Bottom,Estimate Up
SKU-CHNU259,"Chief Design Officer
(Mobile Developer & UI/UX Designer)",,4,Mid-Level,Jakarta,"Bachelor Degree of Computer Science, Bina Nusantara University, 02/2023 - Present","Associate of Science: Computer Engineering, Medan State Polytechnic, 09/2018 - 10/2021","High School Science, SMA Negeri 2 Pematang Siantar, 06/2016 - 05/2018",13500000,0,Immediately,"Java, Kotlin, Swift UI, Swift, Objective-C, Flutter (Dart), REST API, JSON, FastAPI, Firebase, OpenCV, Tesseract OCR, PyTorch, YOLOv5, Figma, Adobe Photoshop, Agile, Scrum, Android Studio, Xcode, Visual Studio Code, Jira Atlassian, Trello, Notion, Taiga, Confluence, JADX, Frida, Jupyter Notebook, Google Colab","[""Full Stack Android Developer – BuildWithAngga (Issued Nov 2021)"",""Junior Mobile Programmer – BNSP (Issued Sep 2021 – Expires Sep 2024)"",""Mobile Programming Android & Kotlin – Skill Academy by Ruangguru"",""Belajar Fundamental Aplikasi Android – Dicoding (Issued Oct 2020 – Expired Oct 2022)"",""Belajar Membuat Aplikasi Flutter Untuk Pemula – Dicoding (Issued Jul 2021 – Expires Jul 2024)"",""Beginner Android Apps – (Issued Apr 2020 – Expired Apr 2023)"",""Beginner Flutter Apps – (Issued Jul 2021 – Expires Jul 2024)"",""Android App Fundamentals – (Issued Oct 2020 – Expires Oct 2023)"",""Memulai Pemrograman Kotlin – Dicoding (Issued Apr 2020 – Expired Apr 2023)"",""Memulai Pemrograman Swift – Dicoding (Issued Apr 2020 – Expires Apr 2023)"",""Memulai Prinsip Pemrograman SOLID – Dicoding (Issued Apr 2020 – Expires Apr 2023)"",""Belajar Dasar Pemrograman Web – Dicoding (Issued Aug 2020 – Expires Aug 2023)"",""Memulai Pemrograman Dengan Dart – Dicoding (Issued Jul 2020 – Expires Jul 2023)"",""Belajar Analisis Data Dengan Python – Dicoding (Issued Nov 2024 – Expires Nov 2027)"",""Belajar Dasar Data Science – Dicoding (Issued Nov 2024 – Expires Nov 2027)"",""Belajar Dasar Structured Query Language (SQL) – Dicoding (Issued Nov 2024 – Expires Nov 2027)"",""Belajar Machine Learning Untuk Pemula – Dicoding (Issued Nov 2024 – Expires Nov 2027)"",""Dasar Visualisasi Data – Dicoding (Issued May 2020 – Expired May 2023)"",""Dasar Azure Cloud – Dicoding (Issued Dec 2019 – Expired Dec 2022)"",""Cisco Network Academy (IT Essentials) – Cisco (Issued Nov 2019 – Expired Nov 2019)"",""IT Essentials – Digital Talent Scholarship (Issued Nov 2019)""]",12000000.0,18000000.0
SKU-MAQA339,Mahasiswa,QA,0,Fresher,"Baleendah, Kabupaten Bandung, Jawa Barat","2024-sekarang: D4 Teknik Informatika, Technical Education Development Centre Badung (Sedang berjalan)","2021-2024: Rekayasa Perangkat Lunak, SMK Negeri 4 Bandung",,0,0,,"Pengujian perangkat lunak (manual & dasar otomatisasi), Penyusunan dan eksekusi test case sederhana, Dokumentasi hasil pengujian dan pelaporan bug, Komunikasi dan Kerjasama tim, Familiar dengan excel dan word",,3000000.0,5000000.0
SKU-FRNU1380,Front End Dev Enthusiast | Web & Mobile | Informatics Student at Semarang State University,,2,Junior,"Boyolali, Central Java, Indonesia","Universitas Negeri Semarang, Informatics, August 2026",,,0,0,,"CSS, Figma, Canva, SQL","[""Memulai Dasar Pemrograman untuk Menjadi Pengembang Software"",""Belajar Dasar Pemrograman Web"",""Pengenalan ke Logika Pemrograman (Programming Logic 101)"",""Belajar Dasar Structured Query Language (SQL)""]",3000000.0,5000000.0
SKU-QUNU519,Quality Assurance Engineer,,1,Junior,"Merauke, Indonesia","Fajar University, Bachelor's Degree in Electrical Engineering (2013 – 2017)",,,0,0,,"Cypress, Playwright, Postman, JMeter, Katalon Studion, Azure DevOps, Agile/Scrum, SQL (basic), HTML/CSS, JavaScript","[""Quality Assurance Engineer Bootcamp – Coding.id (May 2023)"",""Belajar Dasar Pemrograman JavaScript – Dicoding (Nov 2024)"",""Belajar Dasar Pemrograman Web – Dicoding (Feb 2025)"",""Belajar Membuat Front-End Web untuk Pemula – Dicoding (May 2025)"",""Memulai Pemrograman dengan Kotlin – Dicoding (Jul 2022)"",""Test Automation Engineer – UiPath Academy (In Progress)""]",5000000.0,8000000.0
SKU-DANU1032,Data Analyst,,2,Mid-Level,Jakarta,"State Polytechnic of Jakarta, Bachelor of Informatics Engineering, Oct 2021",,,0,0,,"Jira, Trello, Microsoft Project, Google Workspace, Microsoft Office, Canva, React JS","[""Google Project Management - Coursera, 2023"",""Agile Project Management - Coursera, 2023"",""Build a Career in Project Management - Pijar Mahir, 2023"",""Understanding Costing and Business Analysis with Excel - Pijar Mahir, 2023""]",8000000.0,12000000.0
SKU-SONU785,Software Engineer,,2,Mid-Level,"Temanggung, Central Java, ID","Fazztrack Sept 2020 - Mar 2021
Bootcamp","University of Amikom Yogyakarta S
EPT 2018 - Jan 2021
Diploma in Informatics Management, 3.63/4.00 Yogyakarta, Indonesia",,0,0,,"Mongo DB, Express JS, React, Node Js, Elasticsearch, Kibana, SQL, Flutter",[],8000000.0,12000000.0
SKU-BANU1290,Backend Engineer,,4,Mid-Level,"Surabaya, East Java, Indonesia","Politeknik Elektronika Negeri Surabaya, Teknik Informatika, 2020",,,0,0,,"Back-End Web Development, Laravel, PHP, Vue.js, CI",[],8000000.0,12000000.0
SKU-FRNU778,Front End Developer,,1,Junior,"Bekasi, Indonesia","Terbuka University — Information System (Online learning )
June 2020 - July 2025 (Undergraduate)","Hacktiv8 — Fullstack Javascript Immersive
August 2022 - January 2023","Brawijaya University — Fisheries and Aquatic Sciences
June 2017 - January 2018 (Unfinished)",0,0,,"Javascript,Java,Dart,R,React,Vue,React Native,Redux,Pinia,CSS,Tailwind,React Thunk,Apollo Client,GraphQL,Flutter,Node,PostgreSQL,Express,Apollo server,MongoDB,Redis,GraphQL,Authentication,Docker,Microservices,MVC Design pattern,AWS EC2,Railway,ORM Sequelize,Photoshop,After E",[],6000000.0,9000000.0
SKU-JUNU1084,Junior Web Programmer,,1,Junior,Garut,"INSTITUT PENDIDIKAN INDONESIA GARUT (2021 – 2023)
Sarjana Sistem Informasi – IPK 3.71","UNIVERSITAS KOMPUTER INDONESIA BANDUNG (2015 – 2019)
Diploma Manajemen Informatika – IPK 3.58",,0,0,,"HTML, CSS, JavaScript, PHP, Bootstrap, TailwindCSS, jQuery, Node JS, Vue JS, React JS, CodeIgniter, Laravel, Database and SQL, REST API, Object-oriented programming (OOP) languages, Text editors, Git version control","[""Belajar Dasar Pemrograman Web oleh Dicoding Indonesia (June 2021)"",""Belajar Membuat Front-End Web untuk Pemula oleh Dicoding Indonesia (July\n2021)"",""Belajar Fundamental Front-End Web Development oleh Dicoding Indonesia\n(August 2021)"",""Memulai Pemrograman Java oleh Dicoding Indonesia (September 2021)"",""Belajar Dasar Pemrograman JavaScript oleh Dicoding Indonesia (June 2022)"",""Belajar Membuat Aplikasi Back-End untuk Pemula oleh Dicoding Indonesia (June\n2022)"",""Responsive Web Design oleh freeCodeCamp (July 2022)""]",4000000.0,6000000.0
SKU-FINU525,Final year Computer Science student,,0,Junior,"Makassar, Sulawesi Selatan, Indonesia","Bachelor of Informatics Engineering, Universitas Islam Makassar, Period : 2018 - Present",,,0,0,,"PHP, Dart, JavaScript, HTML/CSS, Laravel, Flutter, Vue JS, Tailwind CSS",,4000000.0,6000000.0
SKU-IMSY023,Implementation Consultant,System Analyst,4,Mid-Level,"Tangerang, Indonesia",Buddhi Dharma University August 2015 - November 2019 Bachelor's Degree in Information Technology | GPA: 3.53,Bonavita High School June 2012 - Mei 2015 Computer and Network Engineering (TKJ),,0,0,,"ColdFusion, JavaScript, React-Native, PHP, Java, Python, C++, ASP.NET, HTML, CSS, XML, JSON, SQL Server, MariaDB, MySQL, Laravel, CodeIgniter, Lucee, Git",,8000000.0,12000000.0
SKU-SCNU360,SCRUM MASTER/PRODUCT MANAGER,,2,Mid-Level,"Bandung, Jawa Barat, Indonesia","Informatic Engineering, Universitas Kristen Maranatha / July 2016 - January 2020",,,0,0,,"ClickUp, Trello, Excel, Java, HTML, CSS, jQuery, PHP, SQL, Javascript",[],8000000.0,12000000.0
SKU-FUNU1246,Fullstack Developer (Part-Time),,3,Junior,Bandung,"QARIR GENERATOR Jakarta, August 2024, Ai Engineer","BANDUNG STATE POLYTECHNIC Bandung, 2021 – 2024, Diploma Degree of Computer Science",,0,0,,"PHP, Javascript, Laravel, Vue JS, Inertia JS, Tailwinds CSS, Typescript, ReactJS, Github, Figma, NodeJS, MaterialUI, Router, Mapbox, E-Chart, AntDesign, Next.js, Webflow, MongoDB, MySQL, PostgreSQL, Firebase, SQLite, Oracle, Postman, Notion, Trello, VS Code, Selenium, Draw.io, PowerBI, Bizagi, Google Collab, Python, Solidity, CodeIgniter","[""JUNIOR SOFTWARE QUALITY ASSURANCE July, 2024 - 2027, ArutalaLab Certification Program (https://shorturl.at/esNvW)""]",4000000.0,7000000.0
SKU-QANU344,QA Engineer,,2,Mid-Level,"Jakarta, Indonesia","UNIVERSITY OF NORTH SUMATERA Medan, ID
Bachelor of Computer Science and Technology Information Sep 2016 – Sep 2020","FH JOANNEUM UNIVERSITY OF APPLIED SCIENCES Kapfenberg, AT
Major in Internet Technology, 17 ECTS Feb 2020 - Jul 2020",,0,0,,"Git, Agile Methodology, MySQL, SQL, HTML/CSS, Python, NLTK, Spacy, Keras,  Scikit-Learn, Numpy, Pandas, Scipy, Scikit-learn, Jupyter, Tensorflow, Cypress, Javascript, Node.js, Java, C++,Linux/UNIX, Ruby","[""Microsoft Office Specialist & Microsoft PowerPoint 2013 (2017)"",""Data Engineer Workshop (2021) organized by Digital Talent Scholarship Ministry of Communication and Information Technology""]",8000000.0,12000000.0
SKU-ADNU435,Admin,,0,Junior,Subang,UNIVERSITAS SUBANG ( 2019 – 2023 ) Sarjana Ilmu Komputer S.Kom – IPK 3.88,,,0,0,,"Microsoft Office, Google Docs, StarUML, Draw.io, PHP, HTML, CSS, MySQL, Figma, Photoshop","[""Frontend Developer Learning Path in SMKDEV https://drive.google.com/file/d/1T36L9DC86OYAO2Teni2CX3P6mtGN_I9_/view?usp=drive_link"",""Jabar Digital Academy Programming (Full Stack) Laravel https://jda.alkademi.id/dashboard/students/profile/6c62303f5a1cec648d48a087989ee176673940d9e9?slug=kelas-fase-2-fullstack-web-programming"",""All Certificate https://drive.google.com/drive/folders/16B9HbiJIELhuRXi4nTwywgYieNelVAbK?usp=drive_link""]",3000000.0,5000000.0
SKU-MONU477,Mobile Application Developer,,5,Mid-Level,"Tangerang City, Indonesia",State University of Malang | Computer Science | 01/2021,,,0,0,,"Flutter, Android, Dart, Kotlin, Java, Git, REST API, MVVM, BLoC, Android Jetpack, POS, Hybrid App",,12000000.0,18000000.0
SKU-ITBA219,IT Developer,Backend Developer,8,Mid-Level,Jakarta Barat,"Universitas Diponegoro, Teknik Informatika, 2015",,,0,0,,"HTML, PHP, Telegram Bot, Framework YII, Framework CodeIgniter, MySQL, SAP, ISO 27001, CSS, jQuery, PostgreeSQL",,8000000.0,13000000.0
SKU-WONU928,WordPress Developer and SEO Specialist,,4,Mid-Level,"Jakarta, Indonesia",Universitas Amikom Yogyakarta 2016-2021,,,0,0,,"WordPress, SEO, Desain Website, Desain Tata Letak, Server Administrator, Ahrefs, Semrush, Moz, Google Analytics, Search Console, Microsoft Office, Canva, WPBakery, Wix, Shopify, Oxygen, Elementor",,8000000.0,12000000.0
SKU-CHNU1180,Chief technology officer and devops,,15,Senior,"Malang City, East Java, Indonesia",BRAWIJAYA UNIVERSITY / 2008 – 2012 S 1 COMPUTER SCIENCE,BRAWIJAYA UNIVERSITY / 2005 – 2008 D 3 INFORMATION TECHNIC,,0,0,,"Golang, PHP, Laravel, CI, Javascript, ASP.Net, Vue, React, Angular, Ts, Node.JS, Python, Perl, Java, Native, C, C#, Delphi, All.Net, Kotlin, Flutter, Swift, CICD, Microsystem, Microservice, Docker, AI, IOT, DBA, Data Science, Data Analyze, Artificial Intelligent, Forecasting, Security",[],18000000.0,30000000.0
SKU-NUNU1028,,,1,Junior,"Surabaya, Indonesia","Politeknik Elektronika Negeri Surabaya, Computer Engineering (Bachelor of Applied Engineering), 2024",,,0,0,,"C/C++, Python, Matlab, HTML, CSS, PHP, JavaScript, MySQL, PostgreSQL, Power BI, Tableau, Figma, Corel Draw, Adobe Photoshop, Adobe Illustrator, Adobe Indesign","[""Junior Web Developer, Indonesian Professional Certification Authority, 2022 - 2025"",""Data Analysis : Fullstack Intensive Bootcamp, My Skill, 2022 - No Expiration Date"",""Web Developer, Indonesian Professional Certification Authority, 2023 - 2026""]",4000000.0,7000000.0
SKU-SENU1429,Senior .Net Developer,,5,Mid-Level,Bekasi,"CIE & LBI FIB UI, TOEFL & IELTS Preparation Course, 2021","Gunadarma University, Bachelor of Computer Science, 2014 – 2018","Islamic Boarding School El-Nur El-Kasysyaf, Senior High School, 2004 – 2007",0,0,,"C# MVC, .Net Core, MySQL, Adobe Photoshop, Premiere, VB .Net, DIA, Star UML, 3Ds Max, Lightwave, PHP, Java, Delphi, C, C++, Angular",[],12000000.0,18000000.0
SKU-ITQA094,IT Tester Quality Assurance,QA,3,Mid-Level,Kota Bekasi,"Universitas Darma Persada - Bachelor of Sistem Informasi, 2021","SMK Bina Mandiri Bekasi - Science, 2016",,0,0,,"Manual Testing, Excel office, Microsoft Office, System Analyst, Test Execution, Vendor Integration Testing (VIT), Unit Testing (UT), System Intergation Testing (SIT), User Acceptance Testing (UAT), JIRA, Agile Testing, Scrum",,6000000.0,9000000.0
SKU-NUNU1025,,,2,Junior,Bekasi,"ASMI Institute of Business and Multimedia, Bachelor of Computer in Information System, Sep 2019 - Sep 2023","SMK Alodia, Graduate of Computer and Network Engineer, Aug 2016 - Mar 2019",,0,0,,"HTML, CSS, PHP, JAVASCRIPT, SQL, Computer Network, PHPMyAdmin, Postgre, Microsoft office, English (Conversational), Indonesia (Native)",,5000000.0,8000000.0
SKU-MONU712,MOBILE DEVELOPER,,2,Mid-Level,"Jakarta, Indonesia",University of North Sumatra (USU)- GPA 3.10 Jan 2015 - Aug 2021,Glints Academy Batam Oct 2021- Dec 2021,,0,0,,"React.js, React Native, Swift, UI Integration, API Integration, Agile Methodology, JavaScript, Typescript, Figma, Github, Costume Library, Node js, Redux, Android Java",,8000000.0,14000000.0
SKU-FUNU1013,Fullstack Web Developer (Internship),,0,Junior,"Brebes, Central Java","State Polytechnic of Semarang - Semarang, Indonesia Sep 2021 – Present
Computer Science Engineering, (GPA : 3.55)",,,0,0,,"Javascript, PHP, Node JS, Express.Js, React.JS, Next.JS, Laravel, Tailwind, Boostrap, MySql, PostgreSql, Git, Microsoft Teams, Google Workspace","[""Certified Big Data Analyst Associate (SOLUSI247)"",""Certified Kampus Merdeka MSIB Batch 6"",""Training for Database Programming and Design Certification (Oracle Academy)""]",3000000.0,5000000.0
SKU-SOFU155,Software Engineer,Fullstack Developer,4,Mid-Level,Bandung,"UNIKOM, Bandung - S1 Computer Engineering 2011 - 2017","SMKN 4 BANDUNG, Bandung - Computer and Network Engineering 2007-2011",,0,0,,"HTML, CSS, Javascript, MySQL, SQL Server, PostgresQL, PHP, Laravel, Codeigniter, Express, ReactJS, VueJS, Hapi js, Docker",[],8000000.0,12000000.0
SKU-NUNU1295,,,1,Mid-Level,,STP Bandung (2016 -2020): Hotel Administration Major,Saint Angela Senior High School (2013 -2016),,0,0,,"HTML & CSS, React JS, Javascript, Next JS, Typescript, SQL (MySQL), Git Command & Github Desktop, Node JS / Express JS, Java Springboot, TailwindCSS, PHP, Docker, Open API, CPanel & Linux Command, Xendit Payment API, Redux, Laravel, Python, Prisma, Drizzle, Turso (PostgreSQL), AutoHotKey, Trello, Notion, Obsidian, ElectronJS, AstroJS, PreactJS, Chart JS, NestJS, Basic Vue, Basic Java, Basic Golang, Basic Redux Toolkit, Basic React Query, Basic SolidJS, Basic GraphQL, Basic NoSQL (MongoDB), Figma, Adobe Illustrator",[],8000000.0,12000000.0
SKU-SOQA1466,Software Development Engineer in Test,QA,4,Mid-Level,"Yogyakarta, Indonesia","Bachelor’s Degree, Computer Science/Information Technology",,,0,0,,"Selenium, Appium, Postman, JMeter, Cypress, Cucumber, K6, WebDriver, JIRA, Python, Java, JavaScript, Shell Scripting, API Development, Jenkins, GitLab, GitHub Workflows, Kubernetes, Amazon Web Services (AWS), SQL, MongoDB, PostgreSQL, Test-Driven Development (TDD), Behavior-Driven Development (BDD)",,12000000.0,18000000.0
SKU-FRNU806,Front End Developer,,4,Mid-Level,Jakarta Selatan,"Tanri Abeng University, Informatics Engineering, 2024 - Present","Universitas Indraprasta, Informatics Engineering, 2018 - 2020","SMA PGRI 3 Jakarta, Science",0,0,,"HTML5, CSS, Javascript, React Js, Next Js, Node Js, Express Js, Axios, Socket.IO, Tailwind CSS, AntDesign, MUI, Git & Github, MySQL, PostgresSQL, Sequelize, Json Web Token, Bcrpyt, multer, JOI, Redux Toolkit, Redux Thunk, Midtrans, Zustand, RTK Query, Tanstack Query",,8000000.0,14000000.0
SKU-WENU592,"Web Developer
Mobile Developer
Freelance Web & Mobile Developer",,2,Junior,Majalengka,"2022 - NowIndramayu State Polytechnic
Software Engineering of D4 Program","2019 - 2022MAN 2 Majalengka
SCIENCE - TKJ",,0,0,,"Python, PHP, NodeJs, Javascripts, C Arduino, C++, Laravel, React JS, Flutter, MySQL, Postgresql",,6000000.0,9000000.0
SKU-MONU719,Mobile Developer and Web Platform,,2,Mid-Level,"Tebet, South Jakarta","Telkom University, Bandung, Diploma of Telecommunication Engineering, 2018 - 2021",,,0,0,,"React Native, Next JS, Kotlin, Tailwind CSS, Bootstrap, JavaScript, React JS, Gitlab CI/CD, Firebase, Typescript, Git/Github, Android and iOS, Android Studio, Figma, Zod, react-hook-form, MVVM design pattern, Redux toolkit, React query, Google Signin, Gitlab, eslint, webpack, graphql, xcode, android studio, firebase, axios, postman, spring boot java framework, apex programming language, mariadb, angular, ionic",[],8000000.0,12000000.0
SKU-FRNU1233,Front End Developer,,3,Mid-Level,Jakarta,"University Nusa Mandiri West Jakarta, DKI Jakarta (2017–2021) - Honours Bachelor of Computer Science (Informatics Engineering)",,,0,0,,"HTML/CSS, Javascript, Typescript, React, NextJS, React Native, Angular 6, CFML, Node.Js",[],8000000.0,12000000.0
SKU-ITNU491,IT CONSULTANT,,13,Mid-Level,Bandung,Sanata Dharma University / Special Region of Yogyakarta / 2006,,,0,0,,"Visual Basic For Applications, Visual Basic, PHP, CSS, Oracle",[],8000000.0,14000000.0
SKU-FRNU570,Front End Developer,,2,Mid-Level,"Kebon Jeruk, Jakarta Barat",Pamulang University | Computer Science | 2022 - Present,,,0,0,,"Java, Spring boot, MySql, JavaScript, CSS, Golang, React JS, Vite, Docker, HTML",[],8000000.0,12000000.0
SKU-FUNU818,Full Stack Developer,,4,Mid-Level,Bandung,"Telkom University, Bandung, Bachelor of Computer Engineering, Major in Informatic, 2016-2020, GPA 3.41",,,0,0,,"HTML, PHP, CSS, MySQL, PostgreSQL, NoSQL, Javascript, Jquery, React Js, Next Js, Vue Js, Nuxt Js, Node Js, Nest Js, RESTFul APIs, Wordpress, AWS S3, SES, SQS, Git",,8000000.0,14000000.0
SKU-SONU516,Software Engineer,,3,Mid-Level,Cimahi,UNIVERSITAS TERBUKA - System Information - Current,SMK TENOLOGI INDUSTRI PEMBANGUNAN - Software Engineering - 2021,UNIVERSITAS TERBUKA - System Information - Not Completed,0,0,,"JavaScript, TypeScript, Go, D3, React JS, NEXT JS, Redux, Redux Saga, Node JS, MySQL, Styled Engine / Styled Components, Material UI, Javascript, Go",,8000000.0,12000000.0
SKU-BANU649,Back-end Developer,,3,Mid-Level,"Bogor, Indonesia","Wikrama Vocational High School, Software Engineering, 2021",,,0,0,,"GoLang, Javascript, PHP, Git, MySql, PostgreSQL, MongoDB, React JS, Node JS, Laravel",[],8000000.0,12000000.0
